Price_Milk,Price_Chocolate,Price_Soup,Price_Ramen,Demand_Milk,Demand_Chocolate,Demand_Soup,Demand_Ramen
3.33,5.46,4.24,2.9,701,115,91,113
2.77,5.9,4.39,3.32,1012,133,199,96
4.06,4.05,3.8,2.57,527,116,123,88
3.56,7.94,3.34,3.39,914,51,295,73
3.29,2.94,4.3,1.72,900,125,173,256
1.76,3.23,5.47,3.35,1690,176,166,220
2.04,3.6,5.53,1.58,1293,197,171,565
3.92,3.85,2.45,1.64,600,102,211,319
4.85,3.68,2.47,0.15,544,78,108,14889
3.58,2.43,5.97,2.15,538,192,130,299
4.5,4.51,4.27,2.95,739,130,216,130
4.47,5.47,2.53,2.2,443,76,304,139
3.4,7.93,2.65,1.15,672,56,340,557
3.68,5.05,4.02,0.97,1013,56,74,896
3.49,3.9,3.76,1.35,1009,118,206,559
3.69,3.51,5.61,0.68,883,133,66,2454
3.17,5.24,5.55,1.04,874,86,73,1223
5.12,3.66,2.45,3.11,301,76,278,80
4.17,5.47,3.17,0.88,519,83,128,611
4.33,6.53,4.46,1.86,607,62,146,215
1.74,4.62,3.24,1.67,1438,245,518,583
3.49,6.7,3.25,0.11,747,95,72,52526
3.09,3.69,2.88,0.4,1004,86,92,5256
4.78,5.33,5.05,2.27,722,85,113,146
3.33,4.41,2.87,3.2,937,127,404,80
4.27,3.55,3.52,1.14,685,99,180,571
4.8,6.12,5.07,2.66,849,53,119,92
1.58,6.81,2.74,2.18,2660,119,529,323
1.57,6.69,3.48,3.44,2468,195,541,164
4.06,6.55,5.16,2.71,616,85,99,148
2.3,3.35,3.66,2.81,1382,146,284,165
1.72,3.44,4.26,2.84,1417,285,210,216
4.77,4.89,4.57,1.53,448,93,74,300
3.01,7.04,5.48,1.38,1189,97,70,652
2.97,5.34,2.97,0.3,1013,86,128,9030
4.39,3.11,5.47,1.49,576,116,73,196
1.83,6.13,2.36,2.65,1886,146,596,142
1.86,2.57,2.14,2.75,1768,246,720,151
3.09,3.74,4.86,0.51,1299,152,101,3750
5.41,7.96,4.09,2.78,300,47,148,105
4.64,2.62,5.52,1.4,538,171,82,470
1.68,5.44,5.41,1.25,1142,147,170,1127
3.13,7.92,3.38,1.61,669,64,232,325
1.87,4.03,5.16,3.35,1690,149,223,139
5.16,4.36,5.23,1.65,520,80,84,160
1.77,6.23,3.03,0.88,1855,82,331,1893
3.33,6.67,2.71,2.77,903,83,230,108
3.06,5.25,3.31,0.68,966,152,103,2247
4.4,6.38,2.72,1.99,569,70,279,147
4.71,5.87,3.07,0.21,758,69,97,11726
2.52,3.44,3.3,0.59,923,150,130,2167
4.5,5.74,4.36,1.54,600,65,87,342
5.02,6.28,2.23,1.12,510,69,244,442
3.96,5.05,5.32,1.35,691,117,28,403
4.81,3.94,5.73,2.53,660,87,105,135
4.63,4.77,2.32,3.11,589,63,350,59
5.27,4.53,5.55,3.49,604,96,98,58
5.23,3.23,3.94,1.97,550,77,94,167
1.94,5.65,2.58,0.29,1946,91,334,12536
3.89,4.78,4.42,0.52,592,108,79,3059
3.18,4.01,3.54,2.2,1264,120,192,181
4.58,4.04,5.14,2.69,851,68,102,164
2.66,5.23,3.28,2.4,1279,104,408,184
4.52,2.98,3.24,1.66,444,131,153,125
5.2,5.26,5.83,1.95,560,48,68,126
1.9,6.55,2.93,0.85,1908,154,409,1866
4.22,6.02,4.95,2.49,604,83,139,169
4.68,4.88,4.11,1.58,477,83,126,277
2.51,3.78,3.53,3.11,1531,156,201,93
3.27,3.3,4.28,3.19,1205,152,177,115
4.2,7.62,5.06,3.17,827,60,116,102
5.45,3.1,4.55,1.6,624,117,68,322
3.53,5.15,4.16,2.7,487,83,196,153
4.15,7.86,4.45,3.42,783,60,157,91
5.47,3.89,5.35,3.37,470,78,71,55
2.26,7.3,5.78,0.72,1404,75,143,3615
4.31,7.6,2.24,3.41,727,78,425,56
4.21,5.64,3.9,1.5,762,90,122,294
2.63,4.95,2.33,0.61,1069,127,280,1502
3.72,7.91,5.57,0.26,784,71,48,10548
2.29,4.46,3.36,1.81,1362,129,329,315
5.17,3.17,2.79,3.26,315,83,228,66
5.24,3.97,3.75,1.58,463,74,121,236
5.45,5.56,3.27,0.37,787,73,86,3414
2.24,7.89,4.14,1.8,1903,125,141,522
1.91,2.4,3.88,0.95,1850,331,185,1353
2.18,5.55,5.31,1.06,1326,176,152,973
4.59,5.19,2.58,2.1,421,89,208,165
3.15,3.58,4.52,3.45,831,169,203,81
1.52,3.56,5.11,1.99,1265,213,319,677
2.57,5.38,5.45,2.56,1417,137,146,189
1.6,4.44,4.22,2.53,1649,173,305,326
4.91,7.34,2.77,0.53,635,51,122,1934
2.96,2.9,3.22,0.13,1297,223,67,45110
2.75,6.29,4.11,3.43,1122,99,259,83
3.91,4.63,3.7,0.76,841,93,146,1108
3.41,5.24,2.58,0.94,885,134,231,932
3.21,3.2,5.44,0.38,975,174,61,6282
2.49,3.77,3.86,0.94,1241,110,159,1188
4.06,6.15,3.55,3.38,830,73,326,72
3.29,5.85,5.41,2.57,865,74,88,143
2.52,3.42,4.4,3.16,1000,168,268,126
2.63,6.09,4.85,1.24,1224,92,141,802
2.83,3.05,3.54,2.52,912,139,271,194
5.35,6.72,3.2,2.92,447,71,145,75
4.07,6.25,5.89,0.9,736,66,68,1202
2.69,5.2,5.0,0.64,1963,96,116,2387
4.49,5.05,3.24,0.24,600,73,102,9936
1.69,7.74,2.67,1.5,2104,134,548,580
2.27,4.29,2.69,2.38,1530,142,664,210
3.87,6.26,3.73,1.41,698,52,121,461
3.23,2.37,2.87,1.76,714,191,331,356
1.63,7.5,5.32,1.69,2626,133,182,486
3.75,6.57,4.87,1.66,753,56,115,383
4.76,2.85,5.06,2.14,535,80,87,166
4.28,4.58,3.16,2.72,517,98,274,85
1.78,2.77,2.43,3.39,2025,247,545,133
3.46,2.13,2.95,1.17,1076,168,200,475
4.02,6.42,2.0,1.02,714,72,335,469
4.05,3.88,4.1,3.26,534,102,145,85
5.13,4.31,4.92,0.72,472,62,83,1559
3.74,5.87,2.39,2.81,767,77,372,73
2.94,3.3,5.03,2.77,1336,167,152,168
3.06,5.36,3.57,1.25,937,132,219,427
2.31,6.51,4.17,0.42,1766,150,79,5660
3.14,3.27,2.32,0.88,942,127,192,566
3.39,4.07,2.8,1.71,993,146,377,370
5.47,3.16,3.44,0.25,422,139,75,7855
4.88,4.47,3.83,1.78,677,84,152,171
3.75,3.56,4.31,2.08,575,96,199,297
4.72,5.14,5.64,0.32,403,73,36,6687
2.59,4.63,2.62,0.73,1292,146,237,1267
3.51,5.55,3.82,1.16,1066,99,120,572
2.96,6.15,2.15,0.88,1053,75,385,747
5.33,6.61,2.95,1.43,544,56,214,291
2.75,4.08,5.32,1.84,807,137,83,384
2.04,3.75,2.83,0.27,1525,192,127,16528
4.68,2.16,5.57,2.89,546,146,81,106
4.41,6.02,4.84,1.25,724,95,51,303
5.19,2.61,5.8,1.42,643,185,68,323
3.52,2.54,2.67,3.39,673,202,311,70
5.05,4.59,2.27,0.31,639,91,146,5356
4.77,2.63,4.31,0.59,705,93,88,1606
3.52,2.41,3.32,2.98,1047,107,254,89
5.0,2.49,2.81,1.53,409,170,177,234
4.43,2.63,5.61,1.83,450,160,68,363
1.72,5.08,2.2,3.42,2210,162,802,115
1.93,7.33,5.41,1.06,1477,145,171,1687
3.7,7.87,4.18,0.71,521,52,109,1600
2.19,4.32,3.14,2.62,1156,197,438,200
4.05,2.14,2.73,0.95,731,143,219,935
5.16,2.61,4.3,1.3,377,129,118,265
4.02,2.9,3.63,0.36,750,142,118,5268
4.3,6.2,2.26,0.54,861,82,138,1546
3.45,7.65,4.08,3.05,658,84,213,141
4.04,3.23,4.07,2.15,797,87,161,184
2.43,3.66,3.32,2.92,1489,196,352,160
3.17,2.57,4.92,1.09,804,159,102,969
2.64,6.74,5.6,2.02,1248,71,161,277
2.2,5.83,3.25,1.02,1877,125,289,1494
2.01,6.81,3.22,2.27,1322,81,393,232
2.74,2.24,5.26,2.26,1038,315,117,257
5.31,7.53,2.32,2.09,658,44,288,93
5.42,2.3,3.92,1.58,541,145,139,343
3.53,2.5,5.1,3.29,717,175,122,99
2.2,2.51,4.65,2.97,1296,241,213,169
3.59,4.11,3.8,2.72,1225,93,185,109
4.48,7.39,4.97,0.81,556,52,91,807
3.51,7.01,5.87,2.77,580,76,150,119
2.96,5.23,4.9,2.29,699,92,217,138
3.8,2.61,4.25,1.01,636,184,131,422
5.36,5.31,3.13,1.43,593,68,198,322
2.1,6.51,5.12,1.11,1552,105,141,747
5.18,6.18,5.99,0.95,384,63,61,900
3.24,6.4,5.22,1.46,983,98,47,545
4.57,6.12,5.22,0.55,650,78,70,2406
4.28,4.63,4.12,2.86,778,79,132,119
2.48,4.19,5.41,1.43,1273,152,148,646
4.68,4.3,5.56,3.39,951,88,71,72
5.22,6.0,3.47,1.88,391,60,139,198
2.57,7.42,2.05,2.27,1230,73,322,203
2.7,3.51,2.41,1.08,1094,171,266,664
3.26,7.09,5.41,1.3,1064,126,88,534
2.99,7.47,5.18,1.13,851,84,107,469
2.74,6.38,3.06,2.18,856,70,364,284
5.11,5.95,4.48,1.64,540,54,111,401
3.49,7.25,5.81,1.79,865,75,97,431
4.84,4.1,2.08,0.71,479,58,209,1056
4.13,3.0,2.48,2.63,694,129,285,121
2.38,3.31,5.1,0.98,1302,214,88,1453
1.88,4.8,4.56,0.35,1992,154,92,10499
1.93,7.27,3.66,2.96,1690,130,310,162
3.64,7.12,3.56,3.35,967,94,181,95
4.99,5.0,5.74,1.11,526,66,75,601
5.28,6.99,4.09,1.53,321,53,115,301
4.31,6.84,2.78,1.72,541,48,324,256
3.46,2.48,5.02,1.59,558,167,119,437
4.44,3.28,2.42,0.16,549,122,103,25900
4.48,5.87,3.2,1.44,602,88,233,415
5.13,3.48,2.82,1.08,661,106,189,429
1.51,5.03,2.3,2.69,1781,171,670,221
3.46,2.44,5.54,2.4,1019,177,131,213
3.32,6.18,5.54,3.13,1135,84,101,104
3.47,6.25,2.37,3.36,925,46,388,68
4.03,3.84,3.57,1.34,592,114,155,492
2.17,5.72,2.13,0.28,1623,135,383,12822
3.67,7.34,3.35,0.24,654,67,82,12320
4.21,2.31,3.27,0.8,697,133,168,1124
4.58,2.47,5.45,1.16,409,158,89,344
5.13,6.06,3.45,0.5,567,45,76,2226
3.95,5.38,2.57,2.84,682,70,356,104
2.84,3.02,3.9,3.1,1301,203,290,110
5.21,6.18,4.48,1.36,344,73,112,441
4.37,2.46,5.92,3.19,866,174,115,68
5.01,3.1,5.12,3.3,440,99,124,59
5.25,5.27,2.01,0.92,499,78,274,528
3.52,4.28,3.89,1.95,736,95,194,168
5.12,3.85,5.92,1.1,598,107,63,699
1.53,2.08,2.07,1.05,1924,401,505,658
3.36,3.15,3.2,1.14,846,112,287,746
3.39,3.32,4.73,0.63,981,176,80,2207
4.59,5.73,3.18,3.0,697,67,297,48
2.57,2.74,2.96,2.85,1712,198,467,154
3.25,5.16,5.98,2.97,849,98,141,94
4.03,4.64,5.69,0.42,681,82,63,4943
2.82,7.99,3.2,1.87,1129,71,325,248
5.41,7.64,3.53,3.39,326,61,182,55
3.47,5.63,5.3,0.25,885,81,44,15189
4.53,7.52,3.09,2.34,681,61,226,119
5.06,3.47,4.06,2.67,485,166,129,91
2.48,5.83,4.84,2.41,1396,128,188,227
5.41,3.3,2.39,2.94,231,111,340,62
4.83,7.78,2.75,3.4,523,72,233,54
4.91,7.23,3.29,3.25,400,69,172,65
3.12,3.6,3.54,3.2,1113,173,271,97
4.86,5.63,5.92,0.94,487,85,81,819
2.6,6.46,5.03,0.63,1438,90,121,3331
3.97,6.82,2.99,2.18,497,87,345,130
3.37,2.47,3.15,1.42,774,192,207,363
3.56,4.71,4.37,1.67,860,120,115,280
1.81,6.77,3.25,2.04,2062,152,309,327
3.71,2.91,3.24,2.14,985,96,273,153
4.88,3.43,5.4,3.38,489,63,94,83
2.35,6.17,4.54,0.6,1531,129,164,3198
1.54,6.21,5.35,1.3,3055,149,188,1363
2.91,2.07,3.96,2.25,1046,251,235,302
1.81,2.65,3.69,2.42,1708,209,295,235
2.56,2.13,2.92,3.03,1302,241,555,116
1.87,6.0,2.71,1.59,2094,165,431,536
2.62,4.14,2.44,2.38,1219,167,556,174
4.1,3.64,2.01,1.33,540,138,366,242
2.06,4.51,3.82,3.45,1536,216,256,115
4.56,2.42,4.12,1.08,669,149,108,513
3.94,7.9,5.74,0.44,928,74,50,2503
1.65,6.68,4.52,2.65,2976,163,380,278
4.62,5.33,2.51,0.17,860,59,108,12760
2.71,5.51,4.05,3.07,1285,130,251,111
2.57,7.03,5.99,1.21,1240,75,137,1122
3.58,6.22,2.9,2.48,809,81,270,102
1.88,5.99,4.21,3.08,1566,127,253,163
2.33,4.84,3.68,0.62,1471,179,150,2118
4.51,6.5,2.01,2.63,355,66,427,79
4.7,2.09,3.98,1.06,543,180,97,865
3.82,6.26,3.42,2.15,957,111,130,148
2.35,5.98,2.49,2.05,1387,152,614,241
5.49,2.13,3.67,2.67,582,150,186,74
1.65,5.41,3.65,1.76,1653,166,203,608
4.73,7.1,5.59,1.12,648,58,45,467
3.18,4.72,4.28,0.56,661,73,129,3245
2.68,7.09,2.11,1.71,792,104,338,372
2.76,6.01,3.69,0.67,1002,104,165,1404
2.91,6.5,4.5,3.32,810,102,273,147
1.99,6.15,4.7,2.77,2152,132,284,176
4.29,6.62,3.24,0.97,614,79,142,903
4.85,4.81,3.75,1.02,398,63,173,612
4.52,3.85,4.04,3.1,476,108,192,104
2.25,4.44,4.61,0.52,1513,205,131,5095
4.15,4.47,4.01,1.83,615,100,138,320
3.54,2.78,5.7,1.51,922,166,51,545
4.61,5.68,2.89,0.38,584,88,87,4504
4.29,4.6,3.23,1.5,670,102,158,291
1.92,6.53,2.77,2.27,2273,124,469,264
5.2,5.61,2.19,3.37,571,63,478,45
3.3,4.92,5.27,2.62,778,87,135,256
2.42,4.78,4.16,2.28,978,149,249,241
2.19,5.43,3.48,0.6,1896,160,159,3688
2.4,2.64,4.78,0.81,1722,212,163,2145
5.37,3.93,5.97,1.0,320,86,48,767
3.26,2.67,5.53,1.0,928,161,134,1074
3.85,7.58,2.66,1.59,635,65,177,286
2.28,7.69,3.12,1.91,1128,82,385,293
2.91,3.34,4.68,1.24,1107,179,146,885
2.55,4.63,5.11,1.6,1018,195,210,416
2.84,7.59,3.61,2.4,1609,81,299,186
3.55,6.81,2.67,0.37,629,91,169,3946
5.05,6.33,4.27,0.74,524,81,92,860
3.07,3.39,2.82,3.12,1144,213,408,73
5.1,3.62,5.79,2.41,455,134,107,175
3.0,3.93,5.53,0.45,1107,151,73,5294
2.46,2.2,4.51,0.2,1088,235,90,24172
5.46,3.29,5.18,2.17,608,96,45,98
2.46,2.93,2.98,2.96,818,245,530,151
1.92,6.72,5.88,3.2,1865,126,283,222
3.84,7.43,5.35,3.49,762,72,125,68
3.32,4.84,2.62,0.79,952,102,287,1258
3.44,5.27,3.46,0.58,1102,102,125,1820
4.52,2.82,5.2,3.09,633,88,104,77
4.35,7.0,4.93,0.69,558,63,77,1568
3.83,6.71,4.08,3.24,674,56,222,87
4.77,2.13,5.8,2.17,461,125,71,141
3.5,2.69,2.91,2.33,732,174,366,129
4.81,6.68,4.54,3.41,492,77,180,65
5.08,3.78,2.82,1.25,504,96,187,439
4.99,7.02,5.31,2.52,660,49,111,138
2.83,3.68,3.4,2.15,1224,150,280,192
4.75,6.92,5.05,2.49,680,64,116,166
4.01,4.5,5.85,0.48,773,129,70,3888
1.87,7.66,5.46,0.71,1694,118,87,2328
3.69,3.26,2.71,3.29,620,120,395,64
4.12,7.16,2.68,3.18,729,72,307,44
2.68,3.23,4.37,0.66,1298,194,105,1369
2.02,2.71,5.55,1.89,2064,285,209,541
3.24,7.67,4.83,2.13,925,57,125,303
2.01,2.23,2.75,2.38,1603,397,593,255
4.94,4.44,3.27,0.34,729,96,93,4049
2.92,2.1,4.36,0.47,1187,312,98,3668
4.07,4.77,4.36,1.39,810,138,171,414
4.98,3.23,5.62,1.48,527,105,100,420
2.72,7.9,2.18,2.93,805,101,531,96
2.53,6.03,5.69,2.79,944,117,130,180
3.66,5.74,4.77,3.07,917,77,157,125
1.62,5.23,5.54,0.67,2027,188,146,3099
2.96,2.61,5.24,3.21,1334,160,219,110
2.86,2.03,4.37,1.69,820,248,125,298
3.87,6.66,2.85,3.3,735,77,376,77
2.72,7.77,5.96,3.32,1081,92,162,113
4.39,4.51,3.9,2.57,592,98,196,143
3.28,5.7,5.16,1.92,1099,93,112,256
4.47,4.09,3.39,0.64,840,111,73,1479
2.2,7.02,4.23,1.29,1566,109,221,794
3.05,3.05,4.73,0.32,906,109,71,9538
2.96,3.97,5.64,0.15,1410,145,44,50307
4.96,5.49,4.47,3.0,526,67,155,109
2.54,7.3,4.6,1.04,1515,95,178,879
4.64,4.59,4.2,0.43,516,60,76,3383
3.93,5.35,5.16,2.85,726,93,116,98
4.66,6.38,4.13,0.71,706,76,92,1248
2.09,2.12,3.56,2.25,2113,248,248,351
2.8,3.62,4.2,0.27,1230,152,97,13772
3.38,5.45,2.31,1.61,860,120,382,214
4.78,5.71,5.5,0.88,526,45,40,899
4.75,6.26,2.59,1.2,759,48,220,520
5.27,5.71,2.34,1.58,598,85,222,225
2.14,2.06,4.39,0.42,1704,245,161,7128
2.89,7.59,2.29,2.11,1143,89,568,207
1.91,7.25,2.34,1.11,2465,105,347,957
4.84,5.3,5.62,1.76,626,81,82,214
2.83,3.33,2.99,2.2,1283,156,418,121
3.51,3.14,3.35,2.16,553,140,267,177
3.17,3.2,3.1,0.35,929,167,123,5718
3.06,3.85,5.41,1.45,737,122,146,368
4.62,2.83,5.2,2.4,448,133,58,137
4.76,6.03,3.67,2.48,732,74,208,123
4.67,3.47,4.48,1.28,562,106,123,538
3.16,4.15,2.07,1.96,1012,137,445,228
3.7,6.37,3.86,2.18,761,74,186,212
1.67,5.44,5.19,2.61,2469,185,162,396
3.81,4.22,2.07,0.95,905,84,308,610
4.3,7.11,5.61,2.55,687,73,103,212
2.64,7.82,3.89,1.02,1024,117,160,1312
3.3,4.49,2.46,2.91,910,115,445,86
4.13,3.35,2.16,1.39,631,125,315,344
3.57,2.26,4.62,0.93,937,143,118,1074
2.17,3.48,2.82,2.95,1282,173,317,156
4.83,4.54,5.44,1.52,500,73,105,472
2.0,6.73,4.37,2.52,1408,128,223,253
2.23,6.31,2.48,2.69,1662,103,423,144
2.06,7.25,4.85,2.24,1828,111,202,213
2.57,5.13,2.64,1.83,1560,144,374,253
2.2,5.14,2.28,1.12,1280,189,359,812
4.79,5.55,4.44,0.65,430,119,96,1311
3.81,4.26,3.98,2.4,785,87,143,129
1.72,7.38,5.92,1.29,2200,130,180,1235
4.22,4.81,2.7,0.74,444,74,202,1308
2.57,4.26,4.65,1.34,1385,217,187,643
3.74,4.41,5.05,2.27,817,100,140,219
4.56,2.7,2.26,1.84,531,141,377,185
4.69,5.61,2.23,1.13,344,70,212,520
1.92,2.41,3.21,0.57,1583,262,193,3633
3.73,2.29,2.73,2.81,851,181,408,109
2.13,5.89,2.25,2.05,1443,113,612,289
5.15,6.05,5.62,2.85,572,53,90,96
3.21,7.49,3.25,2.43,1045,72,244,143
2.9,7.51,2.34,0.97,1191,102,296,978
4.21,4.53,4.2,3.24,466,92,118,47
4.94,7.09,3.62,0.65,684,48,78,1056
3.04,4.28,2.06,3.32,1186,144,845,80
3.69,7.95,4.69,2.01,563,60,149,334
5.17,6.93,5.59,2.77,469,47,94,101
1.85,6.85,5.43,1.61,1576,162,198,398
2.68,6.8,3.54,3.02,1333,93,332,123
3.85,5.9,5.73,0.51,543,107,59,2661
5.13,7.71,5.53,1.63,589,40,85,270
2.14,4.96,4.14,0.12,1345,103,73,84014
3.38,4.13,5.33,1.51,796,73,112,391
5.09,2.82,5.86,0.43,435,138,43,3955
1.78,7.58,4.52,2.0,1824,144,345,371
2.0,5.35,5.75,2.98,1923,140,182,217
5.44,6.25,4.9,2.41,441,54,115,72
5.23,2.69,2.71,1.01,627,115,170,475
3.69,4.13,3.49,3.36,608,124,267,75
2.82,7.54,5.69,2.19,1268,111,72,279
4.69,3.67,3.9,0.98,555,106,119,888
2.96,7.05,5.24,0.4,914,118,76,7319
4.96,5.98,2.04,0.51,698,88,149,2333
2.34,2.43,2.33,3.48,776,336,553,91
3.83,7.56,5.14,3.48,825,26,146,92
3.53,4.19,4.79,1.57,998,132,141,366
4.68,7.09,5.1,3.4,533,46,165,67
2.41,3.82,3.38,0.2,1252,99,142,22428
4.97,5.21,3.17,1.68,503,103,180,192
4.79,2.16,2.28,2.59,648,156,312,112
5.42,2.25,5.57,1.22,757,150,46,515
5.36,6.23,4.43,1.41,482,42,83,360
3.22,4.68,3.99,2.26,1015,117,223,228
3.75,2.31,4.2,2.26,914,184,169,215
3.58,2.88,5.53,3.21,757,134,121,87
5.48,6.45,4.01,1.39,358,61,86,244
3.39,2.86,2.6,0.98,784,151,254,887
3.91,4.47,4.9,2.89,813,100,179,89
2.64,2.84,5.86,2.39,1332,180,123,198
2.32,4.26,2.53,1.35,1672,162,404,432
3.7,7.55,4.67,1.89,520,74,84,322
2.57,3.42,5.08,2.54,1360,92,204,203
4.01,4.58,4.65,3.37,895,109,119,79
2.91,3.44,4.9,0.23,893,139,53,18060
4.99,5.92,3.68,1.7,549,21,163,228
5.37,7.33,5.53,1.59,546,61,79,312
4.16,6.66,2.48,2.08,701,75,281,126
2.49,6.7,3.75,2.57,1154,115,358,205
2.27,5.57,3.18,0.54,1538,145,217,3239
3.98,2.55,4.22,0.55,954,102,82,1876
4.18,6.44,5.76,1.88,615,89,87,297
1.93,2.04,5.41,2.27,1701,327,238,239
3.46,4.27,5.61,2.32,1072,72,135,223
2.3,4.27,2.16,2.93,1479,187,554,137
3.62,3.87,5.22,2.99,738,113,107,132
1.63,7.89,3.31,0.39,2352,109,236,8423
3.97,7.66,3.78,1.4,993,57,153,512
1.75,4.53,5.46,0.11,1765,191,48,101164
5.39,6.51,5.97,2.67,528,45,91,89
5.27,4.58,4.79,0.25,524,78,56,7092
1.6,7.89,4.24,1.11,1741,117,279,1580
1.79,4.85,4.97,3.41,1025,143,261,163
2.52,6.6,2.38,3.39,1339,156,544,95
4.1,4.62,5.82,1.94,738,86,77,310
1.71,6.78,5.49,1.32,1547,161,154,882
4.1,7.48,2.12,1.29,837,66,405,445
2.3,4.05,5.33,1.56,1672,208,185,689
3.87,4.69,4.63,0.42,901,104,104,3814
3.33,3.22,5.13,2.8,919,198,210,140
1.74,6.24,3.34,3.33,1598,157,462,162
3.96,2.75,2.89,1.62,755,167,186,249
4.12,7.23,5.18,3.07,490,70,121,100
2.83,3.03,3.04,2.15,1009,179,389,182
5.4,6.97,3.76,0.87,535,66,71,739
4.44,6.38,4.95,2.74,774,100,136,79
4.35,6.38,5.84,1.87,827,72,94,139
1.96,7.17,5.34,1.73,1705,128,210,622
3.85,3.59,2.7,1.78,916,116,292,145
4.95,7.64,2.55,0.7,410,52,216,1108
2.2,2.52,4.38,2.95,1304,272,163,162
2.01,7.1,5.75,1.63,768,153,107,627
3.22,3.02,3.98,1.81,907,114,207,290
3.09,4.28,2.96,2.15,1193,161,327,203
5.25,2.85,4.75,3.45,588,101,94,101
3.11,2.82,2.72,0.69,1180,192,235,1433
2.08,5.01,2.89,1.97,1499,142,485,310
1.96,2.18,3.49,1.2,2060,201,291,1061
3.77,2.29,4.68,0.13,890,162,58,44656
2.18,5.75,4.85,1.27,1894,147,173,740
3.76,4.78,5.83,2.26,651,114,104,249
2.23,6.86,4.02,2.99,1516,101,334,143
5.05,2.01,4.02,0.12,527,219,48,28495
4.19,6.35,2.09,2.18,852,95,370,157
3.52,5.51,2.19,2.39,721,121,450,133
4.81,6.27,2.97,0.77,550,61,147,726
3.87,4.69,3.31,1.07,675,138,183,501
3.52,6.2,2.27,1.52,748,94,247,280
1.91,7.03,2.82,3.38,1217,168,709,110
2.71,7.42,5.73,1.63,1368,111,120,327
4.34,6.02,3.58,2.89,774,53,180,89
4.68,7.61,3.07,2.86,543,41,341,102
5.27,7.11,2.94,1.08,456,72,99,615
2.85,2.46,3.19,2.98,785,186,342,110
3.48,5.7,5.78,3.41,473,93,125,118
4.5,4.56,3.32,0.15,575,91,68,22430
4.32,5.96,4.52,1.8,607,71,153,215
2.73,3.37,2.47,1.91,1158,125,442,271
2.79,3.4,2.36,0.47,748,168,280,4196
1.72,6.97,5.91,3.45,1516,145,291,178
3.87,6.98,5.19,2.0,633,94,93,234
3.69,6.68,2.51,3.17,620,82,291,75
3.24,4.59,3.61,1.92,858,87,329,251
4.98,5.95,2.91,0.84,306,78,144,456
4.12,3.28,3.9,3.0,769,148,154,102
4.78,6.15,4.51,2.47,614,50,103,123
3.87,3.71,3.74,2.15,791,118,288,204
4.55,3.8,4.37,2.95,549,100,161,61
2.51,3.21,2.68,1.81,1292,155,403,172
4.34,4.95,5.99,3.13,714,72,76,121
5.01,2.79,5.94,3.14,678,152,52,112
3.31,6.78,4.36,2.03,768,96,150,316
3.21,2.28,2.76,3.09,939,183,316,111
3.65,5.38,2.27,1.21,808,86,194,395
4.92,7.08,5.85,2.6,718,53,98,84
4.78,3.61,2.12,2.38,565,113,236,103
4.39,2.27,5.57,0.24,775,180,41,10080
1.5,5.0,2.42,2.33,2073,157,722,403
4.2,2.94,4.86,0.43,813,140,68,4894
4.06,7.09,3.26,0.12,628,29,64,41060
2.36,5.33,4.27,2.63,1413,156,215,252
3.95,2.91,3.97,1.63,652,157,170,335
2.49,2.8,4.03,0.94,949,245,201,1192
2.26,4.11,4.45,2.21,1414,235,243,223
2.8,4.21,5.21,1.97,861,136,114,287
1.87,5.6,2.46,0.75,2037,203,360,2218
3.89,3.31,5.14,1.09,877,100,93,709
2.57,5.46,4.63,0.85,1365,80,157,1242
4.81,5.22,3.68,2.33,330,94,172,140
3.24,6.99,5.49,1.27,1127,79,109,716
4.98,5.2,4.53,2.03,529,89,139,122
4.14,3.15,4.06,1.89,640,140,160,143
1.56,5.12,4.72,0.36,2334,199,132,12064
2.24,7.15,4.28,3.16,1627,74,216,156
5.02,4.34,5.9,1.88,484,80,74,191
3.45,2.47,5.67,0.98,870,170,80,1251
4.03,5.69,2.6,1.21,711,109,178,491
2.4,3.7,2.28,2.94,1598,149,632,108
4.45,4.23,2.6,2.08,518,84,316,178
3.48,3.74,4.16,2.71,973,101,154,94
5.48,4.5,2.86,2.34,370,39,232,112
3.01,4.28,2.64,2.88,1171,137,372,97
1.72,4.6,4.07,0.47,2631,144,148,7536
3.79,5.56,4.03,3.38,607,89,165,74
2.82,4.29,3.56,1.06,1252,112,264,615
3.08,7.63,5.63,1.24,995,68,73,676
4.64,2.03,2.64,2.58,930,205,207,108
4.54,5.05,4.7,2.75,888,92,127,129
4.43,4.67,4.84,1.95,585,132,112,233
2.16,7.38,4.61,2.94,1394,50,207,167
4.11,4.26,3.73,2.85,674,69,207,128
3.63,7.1,2.56,2.02,786,95,238,178
2.42,7.71,2.25,1.66,893,96,474,531
4.84,5.57,4.22,3.32,561,74,103,52
2.43,6.58,5.62,0.18,1304,124,42,40084
5.17,6.78,5.87,0.89,548,68,54,655
2.21,6.04,3.79,1.62,1197,129,244,533
4.24,3.83,5.09,2.95,610,79,107,96
2.46,6.77,3.32,1.8,1410,111,285,393
2.11,7.01,2.76,1.15,1123,82,375,864
2.14,5.58,5.05,2.1,1438,145,199,417
2.71,5.84,2.95,3.09,835,78,353,93
3.95,7.25,5.49,2.5,823,55,75,103
2.88,7.97,3.25,1.19,940,85,187,733
3.11,3.41,5.15,3.03,673,195,161,148
